Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Strand	Chromosome/scaffold name
ENSMUSG00000081089	55904723	55912887	Gm14624	1	X
ENSMUSG00000097584	27154026	27157019	1700125G22Rik	1	3
ENSMUSG00000092490	8855847	8862851	Gm20482	-1	7
ENSMUSG00000096750	73887066	73891112	Gm11757	-1	4
ENSMUSG00000118650	55955419	55959872	BX001028.1	-1	X
ENSMUSG00000099918	80949426	80949897	Gm28066	1	1
ENSMUSG00000082606	56129658	56134920	Gm14638	1	X
ENSMUSG00000085946	152074855	152076808	AA387200	-1	2
ENSMUSG00000105735	112640335	112641635	4933415J04Rik	1	5
ENSMUSG00000105152	112649367	112652112	Gm42864	1	5
ENSMUSG00000104807	112675375	112680587	Gm42865	1	5
ENSMUSG00000035901	109893780	109960470	Dennd5a	-1	7
ENSMUSG00000074342	105924358	105932664	I830077J02Rik	-1	3
ENSMUSG00000097016	84152140	84195115	Gm26708	1	7
ENSMUSG00000109722	137234683	137242609	Gm10578	1	7
ENSMUSG00000104540	18350348	18350807	Gm3527	1	5
ENSMUSG00000057614	18265135	18360355	Gnai1	-1	5
ENSMUSG00000085400	62456725	62499261	Pard3bos3	-1	1
ENSMUSG00000113062	24760225	24760618	Gm48895	1	12
ENSMUSG00000022191	12824815	12935291	Drosha	1	15
ENSMUSG00000114076	24762341	24764936	Gm48896	1	12
ENSMUSG00000031832	119597871	119605222	Taf1c	-1	8
ENSMUSG00000103656	61654423	61657158	Gm37205	1	1
ENSMUSG00000010476	137193673	137314445	Ebf3	-1	7
ENSMUSG00000103860	113724761	113725196	Gm37418	-1	12
ENSMUSG00000040891	19013284	19023538	Foxa3	-1	7
ENSMUSG00000040025	132184912	132212303	Ythdf2	-1	4
ENSMUSG00000096333	73901907	73905953	Gm13871	-1	4
ENSMUSG00000040649	122447296	122498761	Rimklb	-1	6
ENSMUSG00000042869	21069334	21074947	Olfr1370	-1	13
ENSMUSG00000085312	33653440	33659268	Gm12763	1	7
ENSMUSG00000113018	24776246	24776683	Gm9318	-1	12
ENSMUSG00000086468	17953970	17959578	Etaa1os	1	11
ENSMUSG00000068335	83030934	83033471	Dok1	-1	6
ENSMUSG00000060404	21111483	21119095	Olfr1369-ps1	1	13
ENSMUSG00000094217	60457472	60481481	Gm20794	-1	Y
ENSMUSG00000100057	60558018	60560378	Gm28690	-1	Y
ENSMUSG00000096826	42655251	42655998	Ccl27b	1	4
ENSMUSG00000071522	21129639	21136296	Olfr263	1	13
ENSMUSG00000087638	120831029	120834244	Gm11773	1	11
ENSMUSG00000083791	104969862	104970129	Gm12721	-1	4
ENSMUSG00000101592	60585092	60585619	Gm28689	-1	Y
ENSMUSG00000048445	120826529	120932872	Ccdc57	-1	11
ENSMUSG00000092573	8872179	8885651	Vmn2r-ps43	-1	7
ENSMUSG00000100609	60622325	60625558	Gm28687	-1	Y
ENSMUSG00000107869	67022177	67022471	Gm29848	1	6
ENSMUSG00000045474	21141882	21145867	Olfr1368	-1	13
ENSMUSG00000110361	35052123	35053383	Gm8291	-1	8
ENSMUSG00000110130	35094545	35105029	Gm34419	1	8
ENSMUSG00000105510	72554240	72555229	Gm43815	-1	5
ENSMUSG00000090342	9747811	9770571	Vmn2r46	-1	7
ENSMUSG00000097106	35132995	35133532	Rpl31-ps23	-1	8
ENSMUSG00000072889	72513301	72559684	Nfxl1	-1	5
ENSMUSG00000078735	42656001	42665763	Il11ra2	-1	4
ENSMUSG00000090864	8906772	8931435	Vmn2r40	-1	7
ENSMUSG00000038618	141215860	141218658	Rassf7	1	7
ENSMUSG00000093962	73916728	73920760	Gm11756	-1	4
ENSMUSG00000075128	88342132	88346492	Olfr1177-ps	-1	2
ENSMUSG00000110306	9788326	9792902	Gm18192	-1	7
ENSMUSG00000101998	62980472	62981165	Gm21530	-1	Y
ENSMUSG00000113104	21177187	21187556	Gm47806	-1	13
ENSMUSG00000032615	59839447	59880968	Nt5m	1	11
ENSMUSG00000099975	63055181	63055871	Gm21617	-1	Y
ENSMUSG00000021326	21179445	21194724	Trim27	1	13
ENSMUSG00000099783	63084819	63085433	Gm28589	-1	Y
ENSMUSG00000101993	60647205	60647732	Gm20987	-1	Y
ENSMUSG00000111182	46228639	46325294	Gm35430	1	10
ENSMUSG00000050108	85959340	86011895	Bpifc	-1	10
ENSMUSG00000109978	8943730	8943954	Gm45530	-1	7
ENSMUSG00000104718	18481705	18490194	Gm31752	-1	5
ENSMUSG00000038498	5335741	5344280	Catsper1	1	19
ENSMUSG00000099380	29558660	29561895	Gm28130	-1	Y
ENSMUSG00000037463	28692849	28699338	Fbxo27	1	7
ENSMUSG00000018381	95830074	95842476	Abi3	-1	11
ENSMUSG00000084315	23124596	23126240	Vmn1r-ps128	1	13
ENSMUSG00000099935	60682607	60683302	Gm21918	1	Y
ENSMUSG00000095210	113736111	113736630	Ighv5-9-1	-1	12
ENSMUSG00000109034	4812530	4812670	Gm44960	1	8
ENSMUSG00000114084	24779173	24779467	Gm48897	1	12
ENSMUSG00000055093	122456904	122457374	Gm8430	1	6
ENSMUSG00000089783	138202134	138207310	Gm454	-1	5
ENSMUSG00000020484	5520659	5525893	Xbp1	1	11
ENSMUSG00000115020	23133155	23146112	Vmn1r218	1	13
ENSMUSG00000103446	113745520	113745889	Gm38203	-1	12
ENSMUSG00000090700	32658900	32676914	Cyp4f40	1	17
ENSMUSG00000109381	84208183	84210514	Gm44826	-1	7
ENSMUSG00000117609	26251350	26251445	Gm50007	-1	17
ENSMUSG00000109091	84226829	84232919	Gm44827	-1	7
ENSMUSG00000106338	138207508	138207972	Gm43645	1	5
ENSMUSG00000103033	113762249	113762708	Ighv5-12-4	-1	12
ENSMUSG00000087231	67036599	67080654	E230016M11Rik	1	6
ENSMUSG00000053012	71271677	71285319	Krcc1	1	6
ENSMUSG00000031907	106415327	106426598	Zfp90	1	8
ENSMUSG00000095600	4812817	4813434	Gm9457	-1	8
ENSMUSG00000083757	132219988	132220489	Rps15a-ps4	-1	4
ENSMUSG00000109063	4821035	4821230	Gm44961	-1	8
ENSMUSG00000103604	113767840	113768220	Gm38205	-1	12
ENSMUSG00000019795	7629373	7681136	Pcmt1	-1	10
ENSMUSG00000024266	119612747	119616924	Adad2	1	8
ENSMUSG00000027808	58519817	58525892	Serp1	-1	3
ENSMUSG00000036390	67035096	67037457	Gadd45a	-1	6
ENSMUSG00000020646	24830879	24964397	Mboat2	1	12
ENSMUSG00000094107	9816782	9841325	Vmn2r47	-1	7
ENSMUSG00000031125	56136572	56153498	3830403N18Rik	1	X
ENSMUSG00000043635	89677087	89883334	Adamts3	-1	5
ENSMUSG00000021055	76120419	76177259	Esr2	-1	12
ENSMUSG00000081378	119602170	119602625	Rps13-ps4	-1	8
ENSMUSG00000109826	43804844	43805423	Gm45658	1	8
ENSMUSG00000027810	58525821	58557501	Eif2a	1	3
ENSMUSG00000040165	3940222	3954746	Cd209c	-1	8
ENSMUSG00000109993	43908656	43914604	Gm45659	-1	8
ENSMUSG00000013275	131827493	131848865	Slc41a1	1	1
ENSMUSG00000101390	63121523	63122216	Gm29420	-1	Y
ENSMUSG00000047842	52504380	52531279	Diras2	-1	13
ENSMUSG00000031148	7697131	7710262	Gpkow	1	X
ENSMUSG00000056995	88387062	88400799	Olfr1178	1	2
ENSMUSG00000099699	63164534	63167772	Gm29421	1	Y
ENSMUSG00000102635	101752806	101753205	Gm36638	-1	13
ENSMUSG00000092178	9868880	9876966	Gm45351	-1	7
ENSMUSG00000104214	101749720	101751888	Gm36638	-1	13
ENSMUSG00000095565	113769850	113770302	Ighv2-9-1	-1	12
ENSMUSG00000109678	35150086	35150446	Gm45626	-1	8
ENSMUSG00000041417	101680563	101768217	Pik3r1	-1	13
ENSMUSG00000110314	35179103	35183886	Gm45625	-1	8
ENSMUSG00000030245	142387221	142403858	Golt1b	1	6
ENSMUSG00000050605	24291039	24301232	Zfp61	-1	7
ENSMUSG00000109856	44048121	44048369	Gm19855	-1	8
ENSMUSG00000102378	44227718	44228545	Gm37972	-1	8
ENSMUSG00000084212	54404140	54404437	Gm12225	1	11
ENSMUSG00000035704	97371606	97392185	Alg8	1	7
ENSMUSG00000110409	44934712	44935159	Gm9908	-1	8
ENSMUSG00000078151	54401092	54401967	Gm12226	1	11
ENSMUSG00000024846	5344705	5349574	Cst6	-1	19
ENSMUSG00000026687	167349991	167368532	Aldh9a1	1	1
ENSMUSG00000020332	54370652	54426790	Meikin	1	11
ENSMUSG00000056458	110807798	110840939	Mok	-1	12
ENSMUSG00000018585	55446641	55461239	Atox1	-1	11
ENSMUSG00000043833	25100983	25110109	2900005J15Rik	1	5
ENSMUSG00000019373	59817795	59839838	Cops3	-1	11
ENSMUSG00000100856	63228427	63254644	Gm21627	1	Y
ENSMUSG00000068487	22053510	22053933	Ndufa11b	1	16
ENSMUSG00000075127	88401859	88406453	Olfr1179	-1	2
ENSMUSG00000101544	63316283	63316976	Gm29422	-1	Y
ENSMUSG00000118610	5359587	5360520	AC122861.1	-1	19
ENSMUSG00000086191	95700106	95712754	Zfp652os	-1	11
ENSMUSG00000100159	63353282	63353594	Gm28808	-1	Y
ENSMUSG00000031997	8544142	8680741	Trpc6	1	9
ENSMUSG00000094280	9886278	9899743	Vmn2r-ps51	-1	7
ENSMUSG00000054976	81076950	81341764	Nyap2	1	1
ENSMUSG00000081836	88410649	88419151	Olfr1180	-1	2
ENSMUSG00000101864	63500905	63501598	Gm21634	-1	Y
ENSMUSG00000100712	63642375	63643068	Gm28446	-1	Y
ENSMUSG00000075595	95712673	95835115	Zfp652	1	11
ENSMUSG00000093681	9918252	9918863	Vmn2r-ps52	-1	7
ENSMUSG00000111754	46670144	46670729	Gm19994	1	10
ENSMUSG00000111499	46856353	46856502	Gm47562	-1	10
ENSMUSG00000110003	9918868	9919143	Gm45403	1	7
ENSMUSG00000110843	47016652	47102832	Gm35552	-1	10
ENSMUSG00000099520	63684343	63687582	Gm29061	1	Y
ENSMUSG00000111419	47024247	47037346	Gm47568	1	10
ENSMUSG00000117988	37388407	37389352	Gm8663	1	19
ENSMUSG00000111057	47080534	47081243	Gm3442	1	10
ENSMUSG00000027752	54728678	54735393	Exosc8	-1	3
ENSMUSG00000118211	37413442	37413847	Gm46649	-1	19
ENSMUSG00000111719	47304704	47310575	Gm19137	-1	10
ENSMUSG00000019970	21882184	21999903	Sgk1	1	10
ENSMUSG00000012443	37376403	37421859	Kif11	1	19
ENSMUSG00000111072	47325218	47325672	Gm9068	-1	10
ENSMUSG00000112702	47640123	47640534	Gm47571	1	10
ENSMUSG00000112917	47941841	47945427	Gm47331	1	10
ENSMUSG00000090732	81665876	81667118	4930579O11Rik	-1	8
ENSMUSG00000101119	63680536	63691008	Gm29060	-1	Y
ENSMUSG00000086952	59260051	59263269	Gm12596	1	4
ENSMUSG00000109773	35218638	35222071	Gm34474	1	8
ENSMUSG00000111911	47973431	47973696	Gm47332	1	10
ENSMUSG00000095914	9927624	9953585	Vmn2r48	-1	7
ENSMUSG00000001786	86021972	86051873	Fbxo7	1	10
ENSMUSG00000024855	5133158	5273119	Pacs1	-1	19
ENSMUSG00000112062	48411355	48411667	Gm47353	-1	10
ENSMUSG00000022565	76170974	76232574	Plec	-1	15
ENSMUSG00000106836	38365232	38365902	Gm43578	-1	6
ENSMUSG00000028396	73939371	73950846	2310002L09Rik	-1	4
ENSMUSG00000111262	48534981	48536356	Gm47354	-1	10
ENSMUSG00000103628	93100466	93100597	Gm37361	-1	3
ENSMUSG00000028475	43730034	43759462	Spaar	1	4
ENSMUSG00000090610	93778660	93779719	Gm3571	1	10
ENSMUSG00000020020	93831555	93858088	Usp44	1	10
ENSMUSG00000058833	70504292	70506752	Rex1bd	-1	8
ENSMUSG00000041538	34238903	34254414	H2-Ob	1	17
ENSMUSG00000063511	45376453	45395742	Snrnp70	-1	7
ENSMUSG00000059182	51857422	52012549	Skap2	-1	6
ENSMUSG00000110108	9965888	9966233	Gm3702	-1	7
ENSMUSG00000057696	38376807	38377154	Rpl30-ps1	1	6
ENSMUSG00000111602	8644073	8740988	Gm32014	-1	9
ENSMUSG00000109607	35222958	35226103	Gm34533	1	8
ENSMUSG00000083417	43767476	43767777	Olfr269-ps1	-1	4
ENSMUSG00000109688	35233303	35245479	Gm34597	-1	8
ENSMUSG00000024844	5364638	5367168	Banf1	-1	19
ENSMUSG00000044801	43770050	43771009	Olfr159	-1	4
ENSMUSG00000109698	35367750	35376392	Gm45469	-1	8
ENSMUSG00000069135	8165501	8196804	Fgfr1op	1	17
ENSMUSG00000046794	35375739	35388139	Ppp1r3b	1	8
ENSMUSG00000111338	43781366	43782328	Olfr29-ps1	-1	4
ENSMUSG00000081329	43798896	43800255	Gm12492	-1	4
ENSMUSG00000061469	51220473	51235053	Gm12569	1	11
ENSMUSG00000082981	95761491	95761665	Polr2k-ps	1	11
ENSMUSG00000050860	95824499	95832140	Phospho1	1	11
ENSMUSG00000018259	27345673	27354216	Prl8a2	1	13
ENSMUSG00000021675	95696853	95702739	F2rl2	1	13
ENSMUSG00000116536	90089983	90090496	Gm2805	1	16
ENSMUSG00000060257	152081529	152095802	Scrt2	1	2
ENSMUSG00000002489	89787111	90143769	Tiam1	-1	16
ENSMUSG00000042372	25610301	25623921	Dmrt3	1	19
ENSMUSG00000037966	49187485	49196244	Ninj1	1	13
ENSMUSG00000081107	55463840	55464009	Gm12235	-1	11
ENSMUSG00000102353	37432909	37434656	Gm38345	-1	19
ENSMUSG00000090854	104194042	104196522	Gm4340	1	10
ENSMUSG00000039715	30031546	30048881	Wdr34	-1	2
ENSMUSG00000118436	95736583	95753638	Gm32880	1	13
ENSMUSG00000021676	95627174	95892483	Iqgap2	-1	13
ENSMUSG00000032020	41011098	41161697	Ubash3b	-1	9
ENSMUSG00000027209	125983483	126152004	Fam227b	-1	2
ENSMUSG00000024841	5366741	5371526	Eif1ad	1	19
ENSMUSG00000093533	19141468	19176756	Vmn2r127	1	17
ENSMUSG00000045942	51253651	51263046	BC049762	-1	11
ENSMUSG00000008398	93247414	93311135	Elk3	-1	10
ENSMUSG00000046580	76152336	76152627	Gm7862	-1	12
ENSMUSG00000014592	150917322	151861876	Camta1	-1	4
ENSMUSG00000020385	51261730	51281766	Clk4	1	11
ENSMUSG00000106553	58526930	58528121	6720482G16Rik	1	3
ENSMUSG00000110970	43820132	43823895	Olfr156	-1	4
ENSMUSG00000021624	102693558	102739629	Cd180	1	13
ENSMUSG00000096180	9976245	9992257	Vmn2r49	-1	7
ENSMUSG00000097692	86020441	86022329	A230060F14Rik	-1	10
ENSMUSG00000087342	55482706	55482829	Gm12238	1	11
ENSMUSG00000018583	55469685	55504838	G3bp1	1	11
ENSMUSG00000117596	26267395	26274744	Gm50013	-1	17
ENSMUSG00000039356	31670715	31681349	Exosc2	1	2
ENSMUSG00000024188	26252896	26285504	Luc7l	1	17
ENSMUSG00000100520	63747931	63772555	Gm20885	1	Y
ENSMUSG00000003680	8774487	8786417	Taf6l	-1	19
ENSMUSG00000113621	24796664	24831202	2900060N12Rik	-1	12
ENSMUSG00000102107	63833904	63834597	Gm29062	-1	Y
ENSMUSG00000020015	93160875	93267071	Cdk17	1	10
ENSMUSG00000101057	63870836	63871150	Gm29057	-1	Y
ENSMUSG00000062152	4861169	4861651	Rpl21-ps14	1	8
ENSMUSG00000004508	97081586	97308946	Gab2	1	7
ENSMUSG00000084413	17973788	17974790	Gm12017	-1	11
ENSMUSG00000087249	59810080	59818491	Gm16062	1	11
ENSMUSG00000109295	5079294	5080996	Gm5739	1	8
ENSMUSG00000114180	66942411	66942521	Gm47989	1	12
ENSMUSG00000113501	66845590	66846460	Gm18940	1	12
ENSMUSG00000085453	18095986	18103384	Gm12018	1	11
ENSMUSG00000114827	84281179	84281816	Gm46432	-1	13
ENSMUSG00000113808	66501762	66502546	Gm47988	-1	12
ENSMUSG00000026819	32414487	32451445	Slc25a25	-1	2
ENSMUSG00000078657	93144787	93149819	Crnn	1	3
ENSMUSG00000094079	33697270	33697737	Rpl23a-ps12	1	7
ENSMUSG00000028523	102978606	103005594	Tctex1d1	1	4
ENSMUSG00000035762	84222296	84296141	Tmem161b	1	13
ENSMUSG00000034912	66466060	67222549	Mdga2	-1	12
ENSMUSG00000103232	13238939	13240627	Gm37160	-1	2
ENSMUSG00000061376	23159312	23168154	Vmn1r219	1	13
ENSMUSG00000103360	13116176	13118435	Gm38156	-1	2
ENSMUSG00000091577	103159795	103164069	Gm6211	-1	13
ENSMUSG00000027208	126034658	126091185	Fgf7	1	2
ENSMUSG00000026727	13076821	13271415	Rsu1	-1	2
ENSMUSG00000091906	102760255	102761896	1700099I09Rik	1	13
ENSMUSG00000094446	55085777	55086259	Gm6344	1	13
ENSMUSG00000080826	18206413	18206944	Gm12019	-1	11
ENSMUSG00000115041	46804135	46806151	Gm48939	-1	14
ENSMUSG00000025878	55027880	55100300	Uimc1	-1	13
ENSMUSG00000070330	117860752	117865543	Tmem235	1	11
ENSMUSG00000103902	93152178	93152868	Gm37501	1	3
ENSMUSG00000040034	7667503	7678881	Nup43	1	10
ENSMUSG00000023073	5083219	5105351	Slc10a2	-1	8
ENSMUSG00000034751	102732486	103334497	Mast4	-1	13
ENSMUSG00000099711	32726109	32728051	Btbd35f21	1	X
ENSMUSG00000054453	9885622	9994543	Sytl5	1	X
ENSMUSG00000114931	16715799	16716261	Gm32256	1	19
ENSMUSG00000111585	48566168	48569999	Gm47355	1	10
ENSMUSG00000118405	32894581	32896488	Btbd35f30	1	X
ENSMUSG00000111436	48678011	48681857	Gm47356	-1	10
ENSMUSG00000111581	48682690	48682973	Gm47364	1	10
ENSMUSG00000111900	48692852	48694412	Gm47377	1	10
ENSMUSG00000118481	32942595	32942927	Gm21789	1	X
ENSMUSG00000092253	35358989	35359972	H2-Q3	1	17
ENSMUSG00000114270	35905457	35921389	Gm48746	1	13
ENSMUSG00000021418	35893472	35906359	Rpp40	-1	13
ENSMUSG00000030598	28716804	28738144	Fbxo17	1	7
ENSMUSG00000027206	125830304	125859139	Cops2	-1	2
ENSMUSG00000017713	117867952	117873481	Tha1	-1	11
ENSMUSG00000085041	103004106	103011965	BB031773	-1	4
ENSMUSG00000081302	18325630	18327671	Gm12020	-1	11
ENSMUSG00000102504	42714926	42719893	Gm21955	1	4
ENSMUSG00000058246	67831106	67844035	Gm10037	1	13
ENSMUSG00000102178	18436242	18436836	Gm37869	1	11
ENSMUSG00000085181	102967266	102989755	Gm12709	-1	4
ENSMUSG00000096566	111911264	111916271	Olfr1306	-1	2
ENSMUSG00000096099	23178514	23187975	Vmn1r220	-1	13
ENSMUSG00000024986	37434810	37440731	Hhex	1	19
ENSMUSG00000118104	5258750	5258962	Gm50189	1	19
ENSMUSG00000105930	18814204	18814801	Gm17889	1	5
ENSMUSG00000081069	111926259	111927990	Gm13928	1	2
ENSMUSG00000106498	19198483	19201605	Gm43032	-1	5
ENSMUSG00000092611	8953109	8969976	Vmn2r-ps42	-1	7
ENSMUSG00000097626	19202368	19226555	4921504A21Rik	-1	5
ENSMUSG00000022299	39091231	39112716	Slc25a32	-1	15
ENSMUSG00000029634	146209192	146221555	Rnf6	-1	5
ENSMUSG00000085675	18467479	18493255	Gm12022	-1	11
ENSMUSG00000109181	5117361	5118665	Gm5605	1	8
ENSMUSG00000106433	19203672	19203912	Gm32102	1	5
ENSMUSG00000085434	117871250	117887416	Gm11725	1	11
ENSMUSG00000083979	59368303	59368866	Gm12527	-1	4
ENSMUSG00000064063	67863326	67863925	BC048507	1	13
ENSMUSG00000038578	59314683	59438633	Susd1	-1	4
ENSMUSG00000100667	61102247	61134259	1700040F15Rik	1	Y
ENSMUSG00000042207	134560171	134635285	Kdm5b	1	1
ENSMUSG00000118409	32973938	32975845	Btbd35f5	1	X
ENSMUSG00000113095	67949751	67954507	Gm7969	1	13
ENSMUSG00000002342	70172356	70183681	Tmem161a	1	8
ENSMUSG00000112984	67965483	67970239	Gm48419	1	13
ENSMUSG00000081202	9575836	9576343	Gm13220	1	2
ENSMUSG00000094115	33234626	33235443	Spin2-ps6	1	X
ENSMUSG00000078721	42848071	42853888	Fam205a1	-1	4
ENSMUSG00000085910	42736593	42738094	Gm12395	1	4
ENSMUSG00000030104	108828641	108859356	Edem1	1	6
ENSMUSG00000082364	4107755	4108224	Gm11955	1	11
ENSMUSG00000003585	4097039	4123415	Sec14l2	-1	11
ENSMUSG00000035929	35379617	35385290	H2-Q4	1	17
ENSMUSG00000094686	42772860	42773993	Ccl21a	-1	4
ENSMUSG00000053044	71322788	71337494	Cd8b1	1	6
ENSMUSG00000052374	12269426	12340760	Actn2	-1	13
ENSMUSG00000094951	113625506	113625956	Ighv5-6	-1	12
ENSMUSG00000104103	113629994	113630867	Gm9517	-1	12
ENSMUSG00000073096	48554796	48570722	Lrrc61	1	6
ENSMUSG00000026842	31688376	31804227	Abl1	1	2
ENSMUSG00000104029	81520338	81522341	Gm37210	-1	1
ENSMUSG00000102987	22285081	22297830	Gm38324	-1	3
ENSMUSG00000111337	41164374	41164745	Gm6885	1	9
ENSMUSG00000022781	32016290	32079342	Pak2	-1	16
ENSMUSG00000110914	41109527	41112081	Gm48611	-1	9
ENSMUSG00000113698	67120126	67122920	Gm47987	-1	12
ENSMUSG00000110747	41159424	41188862	Gm35657	1	9
ENSMUSG00000113291	66482506	66484156	Gm19001	1	12
ENSMUSG00000082253	56155528	56156393	Gm14639	-1	X
ENSMUSG00000032802	152105516	152111376	Srxn1	1	2
ENSMUSG00000079505	35377021	35380292	Gm11131	-1	17
ENSMUSG00000102691	13161751	13163623	Gm37780	-1	2
ENSMUSG00000071005	42754525	42756577	Ccl19	-1	4
ENSMUSG00000118261	8776266	8776560	Gm2518	1	19
ENSMUSG00000084982	33282100	33282446	Gm15275	1	X
ENSMUSG00000101125	63901888	63905126	Gm29625	1	Y
ENSMUSG00000086246	33283741	33284031	Gm15274	-1	X
ENSMUSG00000111704	48810278	48810481	Gm47379	-1	10
ENSMUSG00000027002	80500512	80581380	Nckap1	-1	2
ENSMUSG00000013662	32671638	32739786	Atad1	-1	19
ENSMUSG00000111298	48852431	48853526	Gm3473	1	10
ENSMUSG00000108205	14081331	14081635	Gm19252	-1	6
ENSMUSG00000111433	48868578	48870245	Gm47378	1	10
ENSMUSG00000114602	84274844	84280817	Gm49223	1	13
ENSMUSG00000111611	43830542	43840201	Olfr157	-1	4
ENSMUSG00000111486	48910116	48910533	Gm47380	1	10
ENSMUSG00000101500	33313379	33315286	Btbd35f12	1	X
ENSMUSG00000101412	29587678	29590910	Gm28131	-1	Y
ENSMUSG00000009281	48569696	48572789	Rarres2	-1	6
ENSMUSG00000082562	117921905	117922328	Gm11726	1	11
ENSMUSG00000052026	60995380	61014222	Slc6a7	-1	18
ENSMUSG00000097480	97001820	97002783	Gm9499	-1	1
ENSMUSG00000074282	24301704	24316666	Zfp94	-1	7
ENSMUSG00000087224	33352274	33352936	Gm2182	-1	X
ENSMUSG00000038224	75431732	75439591	Serpinf2	-1	11
ENSMUSG00000100454	97024516	97025565	Gm28901	-1	1
ENSMUSG00000079603	9591219	9597843	Gm13218	-1	2
ENSMUSG00000114725	33399358	33400123	Gm2854	1	X
ENSMUSG00000044757	97024681	97025928	Gm6430	1	1
ENSMUSG00000094747	111930116	111949440	Olfr1307	-1	2
ENSMUSG00000107403	14389481	14390051	Gm8820	-1	6
ENSMUSG00000104276	9630646	9631341	Gm37866	-1	2
ENSMUSG00000107657	14570771	14571025	Gm44446	-1	6
ENSMUSG00000038486	96181151	96195521	Sv2a	1	3
ENSMUSG00000081024	56190932	56191498	Gm14627	1	X
ENSMUSG00000073177	56189827	56212881	Gm773	-1	X
ENSMUSG00000074952	111959285	111964944	Olfr1308	-1	2
ENSMUSG00000099663	12365799	12366229	Gm29201	1	18
ENSMUSG00000113245	8884914	8885823	Gm48574	-1	13
ENSMUSG00000024421	12333819	12583013	Lama3	1	18
ENSMUSG00000058258	8885501	8892451	Idi1	1	13
ENSMUSG00000117800	37465253	37471834	1700122C19Rik	1	19
ENSMUSG00000031575	25815996	25847694	Ash2l	-1	8
ENSMUSG00000107855	71338886	71339535	Gm44110	-1	6
ENSMUSG00000078722	42781928	42856771	Gm12394	-1	4
ENSMUSG00000109528	111979857	111990281	Olfr1309	-1	2
ENSMUSG00000107959	71349331	71349729	Gm44111	1	6
ENSMUSG00000108132	71354351	71360829	Gm44175	-1	6
ENSMUSG00000054885	42735545	42846248	4930578G10Rik	1	4
ENSMUSG00000108289	71353035	71373284	Gm44174	1	6
ENSMUSG00000022797	32608920	32632794	Tfrc	1	16
ENSMUSG00000109313	5436984	5440990	Gm44693	-1	8
ENSMUSG00000114699	23198348	23198597	Vmn1r-ps131	-1	13
ENSMUSG00000082852	18508037	18509940	Gm12021	-1	11
ENSMUSG00000026331	97059038	97128301	Slco6c1	-1	1
ENSMUSG00000081101	18577227	18578479	Gm12024	-1	11
ENSMUSG00000080794	23201161	23202052	Vmn1r-ps132	-1	13
ENSMUSG00000118445	95707494	95725547	Gm50469	1	13
ENSMUSG00000085806	18595248	18710222	Gm12023	-1	11
ENSMUSG00000113631	95685145	95686809	Gm48745	1	13
ENSMUSG00000054069	106500505	106509656	6030452D12Rik	1	8
ENSMUSG00000109266	5527689	5528542	Gm6426	1	8
ENSMUSG00000087413	82508016	82547292	Gm11266	1	4
ENSMUSG00000026688	167371966	167393841	Mgst3	-1	1
ENSMUSG00000101986	81554157	81557483	Gm6198	-1	1
ENSMUSG00000059033	55395707	55396229	Rpl18a-ps1	-1	12
ENSMUSG00000049133	93197278	93221391	Flg2	1	3
ENSMUSG00000021024	55384222	55418454	Psma6	1	12
ENSMUSG00000102866	22348862	22349612	Gm37636	-1	3
ENSMUSG00000086293	82692805	82693711	Gm11269	1	4
ENSMUSG00000082316	23214127	23222913	Vmn1r221	1	13
ENSMUSG00000084851	82585048	82587319	Gm11267	-1	4
ENSMUSG00000087008	81741985	81742969	Gm5530	-1	1
ENSMUSG00000087649	33426304	33426594	Gm21979	1	X
ENSMUSG00000085552	33427894	33428276	Gm21990	-1	X
ENSMUSG00000103801	22525238	22526007	Spin3-ps	1	3
ENSMUSG00000114811	23228423	23228752	Vmn1r-ps133	-1	13
ENSMUSG00000085004	91045848	91079907	5430427M07Rik	1	12
ENSMUSG00000079649	33476982	33477692	Gm2892	-1	X
ENSMUSG00000084357	82642400	82642666	Gm11268	1	4
ENSMUSG00000116893	6790793	6791495	Gm49717	1	17
ENSMUSG00000061022	23230836	23235947	Vmn1r222	-1	13
ENSMUSG00000028963	150997097	151001810	Uts2	1	4
ENSMUSG00000100561	81797241	81797946	Gm7516	1	1
ENSMUSG00000113983	91159861	91160273	Gm47742	1	12
ENSMUSG00000008575	82290173	82705750	Nfib	-1	4
ENSMUSG00000001349	22099216	22109630	Cnn1	1	9
ENSMUSG00000072720	112688876	112896362	Myo18b	-1	5
ENSMUSG00000114086	91142787	91143648	Gm18968	1	12
ENSMUSG00000116644	6808509	6818529	4933426B08Rik	1	17
ENSMUSG00000061533	90998492	91384409	Cep128	-1	12
ENSMUSG00000102233	22812207	22812457	Gm37889	1	3
ENSMUSG00000026725	160085029	160153580	Tnn	-1	1
ENSMUSG00000099449	18752558	18756757	Gm28401	-1	11
ENSMUSG00000046438	33737190	33739312	Scgb2b24	-1	7
ENSMUSG00000071000	43851565	43857595	Olfr155	1	4
ENSMUSG00000028957	151003652	151044665	Per3	-1	4
ENSMUSG00000112569	32073286	32080850	Gm33111	-1	12
ENSMUSG00000068079	152143561	152149097	Tcf15	1	2
ENSMUSG00000043192	5639580	5641011	Gpi-ps	1	8
ENSMUSG00000069280	23247134	23253906	Vmn1r223	1	13
ENSMUSG00000112071	32096613	32123702	5430401H09Rik	-1	12
